Sl no.,Duration (in seconds),AIToolName_1,AIToolName_2,AIToolName_3,AIToolName_4,AIToolName_5,S1_1,S1_2,S1_3,S1_4,S1_5,HM_1,HM_2,HM_3,HM_4,Asp_1,Asp_2,Asp_3,Asp_4,Asp_5,Who,How ,Why,When_1,When_2,When_3,When_4,When_5,PE_1,PE_2,PE_3,PE_4,PE_5,EE_1,EE_2,EE_3,EE_4,AC_1,PA_1,PA_2,PA_3,PA_4,PA_5,PA_6,PA_7,PA_8,PA_9,PA_10,NA_1,NA_2,NA_3,NA_4,NA_5,NA_6,NA_7,NA_8,NA_9,NA_10,AIUse_1,AIUse_2,AIUse_3,AIUse_4,AIUse_5,AIUse_6,AIUse_7,AIUse_8,AIUse_9,AIObj_1,AIObj_2,AIObj_3,AIObj_4,AIObj_5,AIObj_6,AIObj_7,AIObj_8,AC_2,AITask_1,AITask_2,AITask_3,AITask_4,AITask_5,AITask_7,AITask_8,AITask_6,Freq,AIL_1,AIL_2,AIL_3,AIL_4,AIL_5,AIL_6,AIL_7,AIL_8,AC_3,Gender,Age,WrkExp,AIExp,WhoHuman,WhoAgent,WhoBoth,WhoNotSure,HowContinuously,HowDiscretely,HowBoth,HowNotSure,HowNever,WhyPreEmptively,WhyCorrectively,WhyBoth,WhyNotSure,WhyNever,LevelOfAutonomy,PATotal,NATotal,PAScaled,NAScaled
340,553,Copilot,Chat GPT,,,,5,4,5,4,4,6,6,5,6,1,,,1,,3,1,3,,,1,,,5,5,4,4,6,6,6,6,6,1,88,74,74,89,78,85,91,93,85,60,2,3,4,0,0,2,0,5,0,0,6,5,6,5,6,5,6,6,7,1,1,2,2,2,2,2,3,7,,,,1,1,1,,,3,6,6,5,6,7,5,4,5,1,2,44,25,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,817,16,5.72,0.11
341,383,CHAT GPT,,,,,1,2,2,2,4,5,5,5,5,,,,1,,1,4,4,,,,,1,6,5,6,6,6,6,6,6,5,1,80,60,40,80,20,60,80,20,60,60,0,0,20,0,0,0,0,0,0,0,6,6,5,4,6,5,6,6,4,2,5,3,3,4,5,4,4,7,,,,1,,,,,6,3,4,4,5,4,3,4,4,1,1,48,34,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,4,560,20,3.92,0.14
342,458,Chat GPT,,,,,4,5,3,6,7,6,5,6,6,1,1,,1,,3,2,3,,,1,,,5,4,6,5,5,6,5,6,5,1,76,54,37,64,27,47,73,55,39,71,16,17,23,21,20,27,16,40,17,20,2,2,2,5,4,5,5,4,5,5,2,5,5,3,2,2,4,7,,,,1,1,1,,,4,6,6,3,6,6,5,5,7,1,1,36,6,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,543,217,3.8,1.52
343,788,Chat GPT,,,,,1,5,1,1,4,4,4,5,5,1,,,1,,1,1,4,,,1,,,2,2,4,4,4,7,7,7,6,1,81,29,19,53,33,58,26,20,67,48,0,0,0,0,0,0,0,0,0,0,6,1,5,4,1,2,5,7,2,3,1,6,4,4,5,7,4,7,,,,,,,,1,7,5,5,5,7,5,5,5,5,1,1,23,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,434,0,3.04,0
344,452,ChatGPT,,,,,5,5,5,5,6,4,6,4,6,1,1,,1,,1,1,3,,,1,,,4,5,6,5,7,6,6,6,7,6,85,85,86,84,73,44,88,78,52,73,10,6,40,16,17,16,15,31,13,29,5,6,6,6,6,6,6,6,6,1,2,4,2,2,2,2,1,7,1,1,,,,1,,,1,5,6,6,6,6,6,6,5,1,1,35,7,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,748,193,5.24,1.35
345,314,Jasper,,,,,2,6,4,5,5,5,5,5,5,1,,,1,,1,1,1,,,1,,,4,4,4,4,5,5,5,5,5,1,80,50,0,50,0,0,0,80,80,50,0,0,0,20,0,0,0,70,70,20,4,4,4,4,5,5,5,5,5,5,4,6,5,5,5,4,6,7,,,,1,1,,,,3,4,5,5,5,5,4,5,5,1,2,43,27,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,390,180,2.73,1.26
346,520,ChatGP,,,,,2,4,2,4,5,5,5,5,6,1,,,1,,3,4,3,,,,1,,5,5,5,5,5,5,6,5,5,1,81,46,5,70,7,70,46,46,68,9,2,3,0,0,0,0,0,7,0,0,5,3,5,4,5,4,4,4,4,3,3,3,5,3,4,3,4,7,,1,1,1,,,1,,1,4,4,4,4,5,3,3,3,1,2,64,45,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,448,12,3.14,0.08
347,544,Chat gpt,,,,,4,5,5,6,5,2,2,2,2,,,1,,,4,2,1,,,1,,,3,1,3,3,5,5,5,5,5,1,80,36,59,58,84,86,35,28,82,52,20,48,40,38,71,91,16,30,48,27,5,3,3,5,4,5,6,6,5,4,3,3,5,5,5,5,5,7,,1,1,,,,,,3,5,5,5,7,6,5,6,6,1,2,52,15,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4,600,429,4.2,3
348,303,ChatGPT,,,,,4,5,3,4,4,4,4,3,4,,,,1,,1,1,3,,,1,,,3,3,3,3,3,5,5,5,4,1,55,20,45,24,7,27,13,18,26,5,4,4,3,2,5,4,2,14,3,1,3,3,3,4,4,4,4,4,4,5,4,4,4,6,5,5,4,7,1,1,1,,,,,,3,5,4,5,5,5,4,4,4,1,2,58,39,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,240,42,1.68,0.29
349,824,Originality,Grammarly,,,,1,4,1,1,5,1,1,1,1,,,,,,1,5,2,,,,1,,1,2,4,2,3,6,6,6,4,1,0,0,0,0,0,100,0,100,100,100,0,0,0,0,18,75,0,0,0,0,7,6,7,1,6,1,5,1,4,7,5,4,2,1,6,2,6,7,,,,,1,,,,3,4,5,5,5,4,4,2,5,1,1,65,49,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4,400,93,2.8,0.65
350,338,Chat GPT,Gemini,Github CoPilot,,,6,6,6,6,7,6,6,6,7,,,,1,,3,3,3,,,1,,,7,7,6,6,6,6,6,6,7,1,69,64,77,62,77,59,72,67,69,82,0,0,16,0,0,0,5,5,0,6,6,6,6,6,7,6,7,6,6,2,2,2,3,2,4,3,2,7,,,,,1,,,,2,6,6,6,6,7,5,6,5,1,2,25,6,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,698,32,4.89,0.22
351,527,ChatGPT,Co-Pilot,,,,1,6,1,5,5,5,5,5,6,1,1,,1,,3,3,3,,,1,,,6,7,6,5,6,7,7,7,7,1,100,81,21,79,22,21,60,64,81,60,0,0,0,0,0,0,0,0,0,0,5,6,5,5,6,6,5,6,6,1,1,1,1,1,7,1,7,7,,1,,,1,1,1,,1,7,7,7,6,7,6,6,6,1,2,45,27,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,589,0,4.12,0
352,225,chatgpt,,,,,3,3,2,3,3,5,5,4,6,1,1,1,1,,4,2,2,,1,,,,3,4,4,4,4,4,4,5,4,1,33,41,39,43,16,17,30,29,32,32,0,0,0,0,0,0,0,0,0,0,5,5,4,4,4,5,4,4,5,4,4,4,4,4,5,4,5,7,,1,,,1,1,,,3,5,3,6,5,5,4,5,4,4,2,23,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,4,312,0,2.18,0
353,389,Chatgpt,,,,,6,6,6,5,6,4,5,6,6,1,1,1,,,2,3,3,,,1,,,6,6,5,4,5,5,5,6,6,1,77,87,79,76,61,62,72,72,73,69,2,22,17,4,13,1,2,1,4,5,6,6,6,6,5,5,6,6,4,2,2,2,6,4,3,4,6,7,1,1,1,,1,,1,,2,5,5,6,5,5,5,6,6,1,1,53,36,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,728,71,5.1,0.5
354,603,ChatGPT,Teachmate.ai,,,,4,4,3,4,4,5,5,5,6,1,1,,1,,3,3,3,,,,1,,4,3,4,3,4,5,5,5,5,1,56,44,9,49,3,26,52,47,52,44,4,3,22,3,5,4,10,3,2,2,4,5,2,5,5,5,4,5,5,3,4,3,4,3,3,3,4,7,,,,,1,1,,,4,2,5,5,6,6,6,5,5,1,2,38,21,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,382,58,2.67,0.41
355,299,ChatGPT,Bing image AI search,Noodle factory ,,,5,6,4,6,5,4,5,5,6,1,,1,,,3,2,3,1,1,,,,4,4,4,4,5,6,6,6,5,1,63,53,16,37,0,0,25,36,49,27,3,4,0,2,1,0,0,0,0,0,4,4,4,4,5,5,4,5,5,3,3,3,4,3,3,3,3,7,1,,,,1,1,1,,4,4,5,5,5,5,5,5,5,1,2,36,15,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,306,10,2.14,0.07
356,650,ChatGPT,,,,,2,4,2,5,5,5,5,6,6,1,,,1,,1,4,3,,,,1,,5,6,5,6,7,6,6,7,6,1,100,90,49,94,40,29,81,61,60,52,3,3,3,20,3,4,15,48,2,3,6,7,5,5,6,7,7,7,7,1,1,1,2,1,1,1,3,7,1,1,,,,1,,,1,4,6,6,6,6,5,4,5,1,2,53,30,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,656,104,4.59,0.73
357,389,chatgpt,,,,,2,7,3,7,7,3,4,2,5,1,1,1,1,,1,1,3,,,1,,,3,3,3,4,6,6,6,7,6,1,49,13,71,30,10,73,43,37,77,33,7,5,42,24,18,6,29,37,44,20,1,4,3,6,7,6,6,6,5,3,3,6,3,4,4,2,5,7,,1,,,1,1,1,,1,5,5,6,6,5,5,5,6,1,2,36,16,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,436,232,3.05,1.62
358,374,Chatbot ,,,,,5,6,5,7,7,5,5,5,6,,,,,1,2,5,3,,,,,1,3,3,3,3,5,6,6,6,6,1,82,62,60,79,61,82,81,82,83,84,4,4,3,3,2,1,2,4,61,5,6,6,6,5,5,4,5,5,6,2,3,2,2,3,4,2,4,7,1,,,,,,,,1,5,5,5,5,6,5,5,6,1,1,59,42,14,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4,756,89,5.29,0.62
359,865,Chat gpt,Browse ai,Grammarly,Jasper,Synthesia,7,7,5,7,7,5,6,5,6,1,1,1,1,,3,1,3,,,1,,,7,7,7,7,7,7,7,6,7,1,77,80,97,93,85,100,81,72,85,47,4,2,13,12,88,11,8,53,26,11,6,4,7,4,6,7,7,4,6,2,1,6,2,2,1,2,2,7,1,1,1,1,1,1,1,,1,2,6,7,6,7,7,4,7,2,2,45,14,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,817,228,5.72,1.6
360,288,PopAI Pro,,,,,4,4,5,5,4,5,5,5,5,1,,,1,,3,1,3,,,1,,,5,5,5,5,5,6,6,6,5,1,65,25,23,69,21,61,40,54,69,49,3,5,5,3,3,5,2,4,3,3,5,6,6,5,5,5,6,5,5,3,3,3,3,3,6,3,4,7,,1,,,,,,,3,4,3,4,4,5,2,4,2,1,2,42,22,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,476,36,3.33,0.25
361,505,ChatGPT,,,,,3,3,2,4,5,5,5,5,6,1,,,1,,3,3,1,,,,1,,5,4,4,4,5,6,6,6,6,1,94,51,59,82,54,90,75,73,92,81,0,0,0,0,0,0,0,5,0,0,6,6,5,2,3,3,5,6,3,2,2,2,2,2,3,2,5,7,,1,,1,,,,,2,5,5,5,6,6,3,3,5,1,2,40,20,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,751,5,5.26,0.04
362,278,ChatGPT,,,,,4,5,5,6,4,5,5,6,6,1,1,1,1,,3,3,3,,,1,,,6,5,5,5,6,6,6,7,5,1,78,71,79,90,61,63,74,68,74,63,23,15,35,17,13,28,39,31,20,18,5,5,4,5,6,7,6,6,6,3,2,1,1,3,3,4,2,7,1,,1,,1,1,1,,2,5,5,5,5,6,4,5,4,1,2,30,9,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,721,239,5.05,1.67
363,272,ChatGPT,Google Translate,,,,4,5,3,4,5,5,4,5,5,1,1,1,1,,1,3,2,,,1,,,5,5,5,5,5,5,5,6,5,1,60,51,40,60,40,72,51,68,69,60,0,0,20,0,2,1,0,20,19,0,5,5,2,4,4,4,4,4,4,3,3,3,3,3,3,2,4,7,1,,,1,,1,,,3,5,5,5,6,6,5,5,6,1,2,21,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,571,62,4,0.43
364,380,ChatGPT,,,,,3,4,3,3,4,4,4,5,5,,,,1,,3,4,1,,,1,,,4,4,4,4,5,5,5,5,5,1,60,40,44,61,17,36,63,43,61,39,16,16,16,11,12,14,18,35,17,25,5,5,5,4,5,4,4,4,4,3,3,3,4,4,4,4,5,7,,,1,,,1,,,6,4,4,5,4,4,4,4,4,1,1,50,31,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4,464,180,3.25,1.26
365,216,chatGPT,,,,,2,2,2,2,2,4,5,5,5,1,1,,1,,1,1,2,,,1,,,5,5,4,4,5,6,6,6,5,1,73,19,45,73,5,63,29,18,75,68,0,0,0,0,0,0,0,0,0,0,6,5,5,4,5,4,5,5,5,2,2,2,2,2,2,2,6,7,1,1,1,,1,,,,1,3,4,3,4,5,4,4,4,1,2,53,35,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,468,0,3.28,0
366,533,CHATGPT ,Browse AL ,Firefiles ,,,6,3,2,4,1,6,6,7,4,,,1,,,1,1,2,,,1,,,2,5,7,6,3,5,7,7,6,1,82,88,24,52,14,6,66,48,80,20,13,4,81,49,5,20,45,68,24,46,6,6,3,5,7,2,2,5,5,5,2,1,3,2,4,3,6,7,,1,,1,,,,,1,3,7,5,2,2,7,5,6,1,1,61,26,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,480,355,3.36,2.49
367,700,chatgbt,,,,,4,5,4,5,2,4,5,4,4,,1,,,,1,3,2,,,1,,,5,4,3,4,5,5,3,6,5,1,26,8,10,6,4,16,5,12,6,25,15,2,7,3,2,1,0,4,7,2,6,6,5,5,5,6,7,6,5,1,1,2,3,3,5,4,5,7,,1,,,,,,,3,5,5,5,5,6,6,5,5,1,2,28,5,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,118,43,0.83,0.3
368,412,Chatgpt,,,,,1,3,1,1,1,1,1,1,5,,,,1,,1,2,3,1,,,,1,1,5,1,1,1,5,5,6,3,1,70,38,19,18,23,22,22,49,17,20,11,11,14,11,13,11,11,7,10,12,7,2,6,3,3,2,3,3,4,5,1,6,3,7,6,5,5,7,,1,,,,,,,6,6,5,5,6,6,5,6,5,1,2,48,29,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4,298,111,2.09,0.78
369,302,ChatGPT,,,,,1,4,2,4,4,6,6,6,6,1,1,1,1,,1,2,1,,,1,,,2,2,6,3,5,5,4,5,5,1,71,66,54,67,35,61,76,55,87,75,11,12,56,16,18,17,17,1,1,3,5,5,6,1,1,1,1,1,1,3,4,3,4,4,4,4,5,7,,,,,1,1,,,7,5,5,5,6,5,6,6,5,1,2,30,7,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,647,152,4.53,1.06
370,421,ChatGPT,Gemini,,,,3,6,5,6,6,7,7,6,7,1,1,1,1,,1,1,1,,,1,,,5,5,6,6,6,7,6,6,6,1,100,80,79,100,81,100,59,100,100,100,0,0,11,0,0,0,9,0,0,0,4,6,5,4,4,5,6,5,5,1,2,2,1,2,2,1,3,7,1,1,1,1,1,1,1,,1,6,6,6,6,7,5,6,6,1,2,41,21,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,899,20,6.29,0.14
371,619,Chat GPT,,,,,3,3,3,4,4,4,4,5,4,,,,,1,4,4,4,,,,1,,5,4,5,5,5,4,5,5,4,1,80,59,48,60,60,60,61,60,61,58,100,100,99,100,100,99,100,100,100,100,6,5,4,4,4,4,4,4,4,4,3,3,5,4,4,4,4,7,,,,1,,,,,7,1,1,1,1,4,2,1,1,1,1,52,38,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4,607,998,4.25,6.99
372,887,Claude,Chatgpt,,,,1,1,2,2,2,6,7,6,7,1,1,,1,,3,3,3,,,,1,,6,5,5,4,6,7,7,7,6,1,84,82,85,81,72,53,78,85,90,91,2,4,12,8,2,5,1,14,12,13,6,6,6,5,6,5,6,4,6,1,1,1,2,1,6,1,6,7,,1,,,1,,1,,3,4,6,6,6,5,3,3,3,1,2,33,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,801,73,5.61,0.51
373,440,Ask Ava,,,,,2,2,2,2,2,6,6,6,6,1,,,1,,1,2,1,,,,1,,2,2,2,2,2,6,6,6,6,1,11,76,100,14,97,56,71,7,60,59,7,6,14,7,10,9,12,9,2,2,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,4,3,,,,,,1,,,3,6,6,6,6,6,6,6,6,1,1,38,16,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,551,78,3.86,0.55
374,904,chatgpt,,,,,2,4,1,4,4,5,5,5,6,1,1,,1,,1,3,3,,,1,,,5,5,5,5,6,6,6,6,6,1,76,53,78,90,50,77,72,85,86,71,0,0,0,0,0,13,0,0,0,0,5,6,5,4,6,4,5,5,4,1,2,2,3,2,3,2,4,7,,1,,,1,1,,,3,2,5,6,6,6,5,5,5,1,1,45,28,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4,738,13,5.17,0.09
375,525,tableau,Vibiz,,,,4,5,4,3,4,5,5,5,4,,,,1,,3,3,3,,1,,,,6,4,5,5,5,4,5,5,4,1,49,53,50,65,51,63,55,50,74,72,53,65,12,5,2,3,10,3,3,5,4,5,5,5,5,4,5,5,6,2,4,5,5,5,5,4,5,7,,1,,1,,,,,1,5,5,4,4,5,5,6,5,1,2,46,15,6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,582,161,4.07,1.13
376,590,workday ,,,,,5,4,2,4,4,6,6,3,6,1,,1,1,,3,2,3,,,1,,,6,5,4,5,6,7,7,7,7,1,59,41,41,80,40,82,42,78,96,82,20,4,0,0,0,21,0,0,0,0,3,6,5,5,6,4,5,3,3,2,1,1,1,2,2,2,5,7,1,1,,,,,1,,1,5,6,5,6,2,6,5,7,1,1,30,11,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,641,45,4.49,0.32
377,564,Bing,,,,,3,3,2,3,2,5,5,5,5,,,,,1,2,4,3,,,,,1,5,4,5,5,5,5,5,6,5,1,78,59,60,63,42,61,65,62,65,64,21,24,19,19,23,20,23,22,22,22,4,5,5,4,5,5,5,6,5,2,3,3,3,3,2,2,3,7,1,1,,1,,1,,,1,5,5,5,5,6,4,4,5,1,2,61,18,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,619,215,4.33,1.51
378,523,ChatGPT,,,,,3,5,5,5,6,6,6,6,6,1,,,,,1,1,2,1,,,,,6,3,3,5,3,5,5,6,5,1,80,60,66,63,25,47,34,25,68,77,51,54,86,82,55,39,72,52,50,62,5,5,4,5,6,5,5,6,6,5,5,6,5,5,5,6,3,7,1,1,,,,1,,,2,5,6,6,6,6,5,6,5,1,2,29,16,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,545,603,3.82,4.22
379,530,ChatGPT,,,,,2,5,2,5,5,6,6,5,6,1,1,1,1,,1,1,3,,,1,,,6,6,7,6,6,6,7,7,7,1,80,0,80,21,0,80,20,80,80,40,1,0,0,0,0,0,0,20,0,0,3,5,3,6,6,6,5,6,5,1,2,1,2,1,1,1,2,7,,1,,,,1,,,3,5,6,6,5,7,2,2,3,1,1,62,36,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,481,21,3.37,0.15
380,511,Chathpt,,,,,3,3,3,3,3,5,5,5,5,,,,,1,3,2,3,,,1,,,5,3,3,3,5,4,5,5,3,1,61,43,46,63,41,61,60,59,81,62,24,89,27,76,25,24,27,77,25,25,3,5,3,3,5,4,3,3,5,3,3,3,5,3,5,5,5,7,,,,,,1,,,7,3,2,5,5,6,5,3,3,1,1,56,40,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,577,419,4.04,2.93
381,509,ChatGPT,,,,,4,5,3,4,6,5,6,5,5,,,1,1,,3,1,2,,,1,,,5,4,5,4,6,5,4,4,4,5,81,63,61,58,49,59,69,68,67,63,15,4,19,5,9,3,3,5,4,3,5,5,5,5,6,5,5,6,5,1,2,2,2,2,3,2,2,7,1,1,1,,1,1,1,,1,3,3,3,3,4,2,2,2,1,2,24,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,638,70,4.47,0.49
382,504,ChatGPT,,,,,2,4,4,6,6,6,6,6,6,1,,,1,,3,1,3,,,,1,,5,4,5,5,6,6,6,7,6,1,80,75,50,65,50,50,60,60,70,50,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,2,3,3,3,2,1,1,1,2,2,2,4,7,,1,,,1,1,1,,1,3,6,6,6,5,6,6,7,1,1,34,14,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,610,0,4.27,0
383,750,Chat GPT,,,,,5,6,5,6,6,5,6,6,7,1,1,,1,,1,2,1,,,1,,,6,5,5,7,6,6,7,6,5,1,79,71,60,79,51,89,70,89,99,89,0,0,0,0,0,5,0,0,0,0,6,6,7,7,6,7,5,5,6,2,2,2,1,2,1,2,2,7,1,1,1,,,,1,,1,6,6,5,6,7,5,5,5,1,2,39,15,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,776,5,5.43,0.04
384,1312,Chat-GPT,,,,,2,4,2,4,6,5,6,6,5,,,,1,,3,2,3,1,1,1,,,5,4,7,3,5,7,6,7,6,1,95,90,91,86,73,76,89,83,78,88,11,6,52,15,1,4,39,9,8,4,5,6,6,5,5,5,5,4,5,2,1,1,2,3,1,2,3,7,,1,,,1,1,,,5,6,6,6,7,7,7,7,7,1,2,41,14,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,849,149,5.94,1.04
385,363,ChatGPT,,,,,2,4,4,4,4,6,6,6,6,1,1,1,1,,1,1,3,,,1,,,4,4,4,4,7,7,7,7,7,1,85,20,0,55,0,0,20,20,60,59,0,0,0,0,0,0,0,0,0,0,3,4,2,4,4,4,7,6,6,2,2,1,4,2,3,3,4,7,1,1,,,1,1,1,,1,4,6,5,5,6,5,5,5,1,2,33,11,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,319,0,2.23,0
386,653,Co-pilot,Chat GPT,,,,2,4,2,4,4,4,6,3,5,1,,,1,,3,2,3,,,1,,,6,6,6,6,6,5,6,6,5,1,80,0,0,80,0,90,80,60,85,0,0,0,0,0,0,0,0,0,0,0,5,4,5,3,6,6,6,6,5,2,1,2,3,2,2,2,3,7,,,,1,1,1,,,5,4,3,5,5,4,3,3,2,1,2,59,36,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,475,0,3.33,0
387,1036,Chatgpt,Leo,,,,1,1,1,1,1,5,6,6,6,,1,,1,,1,1,3,1,,,,,4,3,3,4,5,5,5,6,5,1,80,40,60,40,21,37,40,40,21,20,0,0,19,0,0,0,0,0,0,0,2,2,4,5,5,5,2,5,1,1,1,1,1,1,1,1,1,7,,,,1,1,,,,3,5,6,6,6,6,4,4,4,1,2,46,30,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,399,19,2.79,0.13
388,439,Skyplanner,Liveperson,Bard,,,3,6,5,3,6,5,5,6,6,1,1,1,1,,1,3,3,,,1,,,6,5,6,5,5,5,5,6,6,1,60,69,62,60,58,80,71,79,75,58,1,1,11,11,3,6,4,8,2,9,5,6,5,6,6,5,5,5,6,3,2,2,2,2,3,3,3,7,1,1,,1,1,,,,3,6,6,6,5,7,6,6,5,1,2,44,22,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4,672,56,4.7,0.39
389,423,Microsoft Copilot,Chat GPT,Canva AI,,,6,6,5,6,6,7,6,6,6,1,1,1,1,,1,1,3,,,1,,,6,6,6,3,6,7,6,7,6,1,81,81,90,85,84,84,82,84,92,91,12,4,51,14,34,29,52,24,18,23,5,7,7,6,6,7,6,6,6,3,2,2,2,3,2,2,2,7,,1,1,,1,1,,,2,6,6,7,7,6,6,6,7,1,2,24,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,854,261,5.98,1.83
390,644,Chat GPT,Canva,,,,5,6,3,5,4,6,5,5,6,1,1,,1,,3,2,3,,,1,,,5,5,6,6,6,6,5,6,6,1,85,41,49,82,73,36,60,32,67,26,22,21,57,58,10,13,28,52,12,54,3,5,4,5,6,6,6,6,6,4,3,2,3,3,2,3,4,7,1,,,1,,1,1,,3,3,4,6,6,6,4,5,6,1,2,30,10,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,551,327,3.86,2.29
391,682,PerplexityAI,ChatGPT,,,,1,4,1,4,4,7,7,7,7,,,,,1,1,1,3,,,1,,,6,6,6,7,7,7,7,7,7,1,99,91,90,89,87,96,93,92,97,93,1,1,1,1,2,2,1,1,2,1,6,7,7,7,7,7,7,7,7,3,1,1,1,1,1,1,1,7,,,,,1,1,,,1,6,7,7,7,7,7,7,5,1,2,24,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,927,13,6.49,0.09
392,594,ChatGPT (OpenAI),Grammarly ,TensorFlow and PyTorch,DataRobot ,Zapier,6,6,6,6,6,6,6,6,6,1,1,1,1,,1,2,2,1,1,1,,,6,6,6,5,5,6,6,6,6,6,78,58,69,56,65,52,64,63,53,56,8,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,2,5,2,2,2,3,2,6,7,,1,1,1,1,1,1,,3,6,7,5,5,6,6,6,5,1,2,32,48,11,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,614,8,4.3,0.06
393,764,Chatbots,Pi,,,,3,5,4,4,5,5,4,5,6,1,,,,,1,2,3,,,1,,,4,3,3,3,5,3,4,5,5,1,90,76,76,89,52,81,81,79,76,58,28,15,80,55,42,17,53,52,16,38,6,6,4,5,4,5,6,4,5,5,4,4,4,4,5,5,4,7,,1,1,,,,,,3,4,6,4,5,5,3,5,3,1,1,34,8,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,758,396,5.31,2.77
394,458,ChatGPT,Microsoft Co-Pilot,,,,4,4,3,4,5,5,5,3,6,1,1,,1,,3,3,2,,,1,,,6,3,6,4,5,6,7,6,6,1,81,80,62,81,54,60,61,60,67,71,7,4,4,5,3,11,0,16,0,9,5,7,5,6,6,6,6,6,7,2,3,2,1,2,2,3,2,7,,,1,,1,1,,,1,6,6,6,7,6,6,6,7,1,2,34,7,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,677,59,4.74,0.41
395,417,Copilot,Tessian,,,,4,5,1,6,4,5,3,3,4,1,1,1,1,,3,2,2,,,,1,,6,6,5,5,4,5,4,6,5,1,74,20,84,64,45,75,66,34,29,41,8,0,0,14,0,5,0,0,7,0,6,7,5,4,5,5,5,4,6,4,3,2,2,2,3,3,5,7,,1,,,1,1,,,3,5,6,5,4,7,6,5,6,1,2,33,14,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,4,532,34,3.72,0.24
396,637,chattgp,bard,murf,,,5,4,3,3,3,5,5,5,5,1,,,1,,3,3,3,,,1,,,5,5,5,5,5,5,5,5,5,5,78,69,31,42,33,60,54,62,65,21,10,0,34,7,1,0,0,15,7,1,4,4,5,5,5,5,5,5,5,4,4,4,5,6,5,5,5,7,1,1,1,,,,,,3,5,5,6,6,6,3,2,5,1,2,47,26,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,515,75,3.61,0.53
